初中英语单词|devise|英[dɪ'vaɪz] 美[dɪ'vaɪz]|v. 设计，发明|he devised a new method for teaching the blind.|他设计出一种教导盲人的新方法。|初中英语单词
初中英语单词|be busy doing||忙于做（某事）|Means to be busy doing something.<br>Be busy doing be busy with Mr. Smith is busy translating a short story into French.<br>At the end of each year, people are busy doing Spring Festival shopping.<br>When everyone was busy doing own work, Slyer kidnapped Baby and left him on a desert island.<br>Let's go shopping together. Let's go for a dinner. If you are busy doing things and might be late, you can say running late... E. G.<br>Did you miss some good movies because you were busy doing schoolwork? Catch up now. You can laugh, enjoy yourselves and learn at the same time.|就是指忙着做各种事情。<br>史密斯先生正忙着把一个短篇故事译成法语。<br>每到年根，大家就要忙着采购年货了。<br>她趁大家不注意的时候绑架了熊猫贝贝，并把贝贝扔到了一个荒岛上。<br>如果你在忙于做某事而可能迟到，你可以说我要迟到了。<br>紧张的学业一定让你错过了不少优秀电影，快快找补回来吧。|初中英语单词
初中英语单词|make a decision||作出决定|We'll kick some ideas around and make a decision tomorrow.<br>I don't want to put pressure on you to make a decision, but we haven't much time left.<br>We must be practical and work out the cost before we make a decision.<br>I have to turn the matter over and over before make a decision.<br>I faltered for a while and was still unable to make a decision.<br>In any event, I'll let you know before I make a decision.<br>A judicial mind consider both side of a dispute fairly before make a decision.|我们先酝酿一下，明天再作决定。<br>我并不想催你做决定，只是我们剩下的时间已经不多了。<br>我们应该实事求是地先把费用算出来，然後再做决定。<br>我在做出决定之前不得不再三考虑此事。<br>我踌躇了一阵，还是无法做决定。<br>不管怎样，在我作出决定前我会让你知道的。<br>公正的人总是不带偏见地考虑发生争执的双方的意见，然後才作出决定。|初中英语单词
初中英语单词|interest|英['ɪntrəst] 美['ɪntrəst]|n. 兴趣；嗜好；利息；股份<br>v. 使…感兴趣|He showed not a spark of interest in the plan.<br>His two great interests in life are music and painting.<br>He has an interest in the company.<br>Things of that nature do not interest me.<br>Few teachers are able to interest their students in dull subjects that mean a lot of hard work.|他对这个计划一点不感兴趣。<br>音乐和绘画是他生活中的两大嗜好。<br>他在这家公司拥有股份。<br>我对那种事物不感兴趣。<br>很少有老师能使学生对那些需要刻苦努力才能学好的枯燥学科感兴趣。|初中英语单词
初中英语单词|a place of interest||名胜|Do you know any place of renown around here?<br>I want to see all places of renown in London.|你知道这儿有什么名胜吗？<br>我想游览伦敦的所有名胜。|初中英语单词
初中英语单词|lend|英[lend] 美[lend]|v. 借给；贷款；借（出）|Would you please lend me your pencil?<br>I can't possibly lend you so much money.<br>The bank refused to lend the money to us.<br>Lend me your typewriter, please.|请把铅笔借给我用用好吗？<br>我没有可能借给你这麽多钱。<br>银行拒绝向我们贷款。<br>请把你的打字机借我用一下。|初中英语单词
初中英语单词|before long|英[bɪ'fɔː lɒŋ] 美[bɪ'fɔːr lɔːŋ]|不久以后|It looks as if it will rain before long.<br>His plan seemed to be too difficult, but before long it proved to be practicable.<br>I hope to write to you before long.<br>Before long our family moved and had to give the pet away.|看起来一会儿就要下雨了。<br>他的计划看起来太困难，但是没多久就被证明很实用。<br>我希望不久就能给你写信。<br>不久我们搬家了，不得不把宠物送人。|初中英语单词
初中英语单词|regard…as||把…当作，当作|I regard her as my best friend.|我把她当作我最好的朋友。|初中英语单词
初中英语单词|exactly|英[ɪɡ'zæktli] 美[ɪɡ'zæktli]|adv. 精确地；确切地；完全地；严密地；正是|The train arrived at exactly 8 o'clock.<br>Can you date the fossil exactly?<br>I hold exactly the same idea as you.<br>You've arrived at exactly the right moment.|火车八点钟准时到达。<br>你能确定这化石的确切年代吗？<br>我的想法同您的完全相同。<br>你到得正是时候。|初中英语单词
初中英语单词|two-story||两层|They live in a two-story house.|他们住在一栋两层楼的房子里。|初中英语单词
初中英语单词|crash|英[kræʃ] 美[kræʃ]|v. 撞击；坠毁；发出巨响；崩溃；破产；<俚>宿夜<br>n. 轰隆声；猛撞；崩溃；暴跌；垮台；粗布<br>adj. 速成的|He crashed his car into a wall.<br>The rocks crashed down onto the car.<br>She was frightened that the plane would crash.<br>The plane crashed (into the mountain).<br>The thunder crashed.<br>What did you type in wrong to get it to crash?<br>Mind if I crash (out) on your floor tonight?<br>Can I crash with you for tonight?<br>The building fell with a crash as loud as thunder.<br>It's a marvel that he wasn't killed in the car crash.<br>His car was badly wrecked after a crash with the wall.<br>It was a miracle that most the passengers survived the plane crash.<br>The great financial crash in 1929 ruined international trade.<br>A stock market crash means it's time to reinvest.<br>The project was launched on a crash basis.<br>They gave me a three-day crash course.<br>About a week was spent in the first semester on a crash course in computing.|他的汽车撞到了墙上。<br>岩石轰隆一声砸在汽车上。<br>她害怕飞机会坠毁。<br>飞机撞毁（在山上）了。<br>雷声隆隆。<br>你输错了什么使系统崩溃了？<br>今晚我在你家打地铺行吗？<br>今晚能在你这里借宿吗？<br>建筑物轰隆一声倒塌了，声如雷鸣。<br>他在撞车中没撞死真万幸。<br>他的车撞上墙以后被严重破坏了。<br>大部分乘客从撞机事件中生还，这真是个奇迹。<br>1929 年的经济大萧条摧毁了国际贸易。<br>股市暴跌意味着再次买入。<br>此计划作为最优先项目而付诸实施。<br>他们给我上了三天的速成课程。<br>第一学期里差不多用了一周来进行计算的速成课程。|初中英语单词
初中英语单词|beat|英[biːt] 美[biːt]|v. 打；打败；跳动；敲打；战胜<br>n. 拍子；敲打；心跳声<br>adj. 精疲力尽的|His father beat the disobedient boy.<br>He's alive；his heart is still beating.<br>They beat drums to cheer up the players.<br>Had it not been for the PLA, we wouldn't have been able to beat the flood.<br>Every member of the band must follow the beat.<br>We heard the beat of a drum.<br>When you're close to me, I can feel your heart beat.<br>I am completely beat.|他的父亲打那个不听话的男孩。<br>他还活著－－心脏还在跳。<br>他们擂鼓给运动员加油。<br>要不是人民解放军，我们是无法战胜洪水的。<br>乐队的每个成员都必须跟着拍子演奏。<br>我们听见敲鼓的声音。<br>当你走近我的身旁，我能感觉你的心跳。<br>我累极了。|初中英语单词
初中英语单词|by the time||到…的时候|By the time I came on the scene, it was all over.<br>By the time we arrived at the party, Dick was well away.|我来到时，一切都结束了。<br>当我们来到酒会时，狄克已醉态百出。|初中英语单词
初中英语单词|excellent|英['eksələnt] 美['eksələnt]|adj. 杰出的；优秀的；极好的|She would have made an excellent teacher.<br>As soon as she learns the office routine, she will be an excellent assistant.<br>Hawaii is an excellent tourist resort.<br>He worked out an excellent idea.<br>The store has an excellent reputation for fair dealing.|她本可以成为杰出的教师。<br>她一旦熟悉了办公室的日常事务，就会成为一名优秀的助手。<br>夏威夷是极好的旅游胜地。<br>他想出了一个极好的主意。<br>该店买卖公平，声誉极佳。|初中英语单词
初中英语单词|carry on|英['kærɪ ɒn] 美['kæriː ɑːn]|继续进行；从事，经营；发怒（经常与 at 连用）；与…有不正当的男女关系（常与 with 连用）|We'll carry on as arranged and they can do their worst.<br>When the chips were down he found the courage to carry on.<br>After his death, his children will certainly carry on his career.<br>In any event, we should carry on with our research.<br>Now we can carry on with our work.<br>He does carry on, doesn't he?|我们还按我们的计划办事，他们想怎么使坏就随他们便吧。<br>他在关键时刻勇於坚持到底。<br>百年之后，他的孩子一定会继承他的事业。<br>无论如何，我们必须坚持研究。<br>现在我们可以继续干了。<br>他真有点儿疯疯颠颠的，是吧？|初中英语单词
初中英语单词|final|英['faɪnl] 美['faɪnl]|adj. 最终的；最后的；决定性的；不可改变的<br>n. 决赛；大学毕业考试；期终考试|The proposal was presented as final package deal.<br>This is our final offer.<br>The game is now in its final stages.<br>Who has the final say here?<br>The judge's decision is final.<br>The World Cup final is being transmitted live to over fifty countries.<br>Football fever gripped the town when the local team reached the cup final.|那项建议是作为最终的一揽子交易提出来的。<br>这是我方的最后报价。<br>这场比赛现在处于最后阶段。<br>这里谁有最后决定权？<br>法官的判决是最终判决。<br>世界杯决赛现在正向五十多个国家现场转播。<br>在当地的足球队打进了优胜杯的决赛圈后，全市掀起一阵足球热。|初中英语单词
初中英语单词|be pleased with||对…感到满意|He was pleased with their warm welcome.<br>We were pleased with the way things fell out.|他们的热烈欢迎使他很高兴。<br>我们对事情的进展感到高兴。|初中英语单词
